0,0
3.1554e-30,2.1305e-66
5.7568e-07,3.1583e-12
3.4541e-06,6.8171e-10
1.7846e-05,9.3695e-08
8.9806e-05,1.1735e-05
0.00037471,0.00079702
0.00086763,0.0088583
0.0015631,0.044815
0.0024166,0.14083
0.0035276,0.3627
0.0048269,0.765
0.0064139,1.4578
0.0083945,2.6059
0.010723,4.2889
0.012988,6.158
0.015232,8.0785
0.017649,10.024
0.020053,11.64
0.022612,12.86
0.025546,13.537
0.02874,13.419
0.031977,12.52
0.034754,11.301
0.03753,9.8822
0.040107,8.592
0.042596,7.5429
0.045167,6.7917
0.047923,6.4434
0.05097,6.6237
0.054303,7.4194
0.058039,8.8221
0.061284,10.2
0.064068,11.289
0.066946,12.165
0.070257,12.737
0.074332,12.753
0.079122,11.994
0.081809,11.375
0.084495,10.75
0.087728,10.134
0.090879,9.794
0.09402,9.7692
0.097419,10.087
0.10114,10.747
0.10488,11.568
0.10827,12.274
0.11143,12.784
0.1148,13.095
0.11881,13.129
0.12344,12.811
0.12625,12.524
0.12905,12.242
0.13257,11.977
0.13627,11.882
0.13977,11.992
0.14312,12.258
0.14656,12.639
0.15026,13.083
0.15404,13.478
0.15767,13.733
0.16115,13.837
0.16466,13.815
0.16834,13.697
0.17203,13.547
0.17552,13.436
0.17886,13.397
0.18228,13.446
0.18594,13.595
0.18974,13.826
0.19341,14.078
0.19685,14.299
0.20024,14.469
0.20382,14.581
0.20762,14.624
0.2114,14.608
0.21488,14.569
0.21817,14.538
0.22157,14.533
0.22525,14.574
0.22906,14.671
0.2327,14.803
0.23607,14.943
0.2394,15.08
0.24297,15.207
0.24679,15.307
0.25055,15.366
0.25397,15.391
0.25717,15.4
0.26053,15.406
0.26427,15.424
0.26818,15.465
0.27179,15.529
0.27501,15.603
0.2782,15.688
0.28175,15.785
0.28568,15.886
0.2895,15.967
0.29286,16.021
0.29597,16.057
0.29931,16.087
0.30314,16.114
0.30714,16.145
0.31074,16.182
0.31388,16.223
0.31701,16.273
0.3206,16.338
0.32464,16.416
0.32852,16.489
0.33182,16.544
0.33484,16.589
0.33815,16.63
0.34206,16.67
0.34616,16.707
0.34974,16.739
0.35279,16.768
0.35587,16.801
0.3595,16.845
0.36365,16.902
0.36757,16.958
0.3708,17.004
0.37374,17.044
0.37704,17.085
0.38103,17.13
0.38521,17.172
0.38878,17.204
0.39175,17.23
0.39477,17.257
0.39843,17.291
0.40268,17.333
0.40663,17.376
0.40982,17.412
0.41268,17.444
0.41597,17.48
0.42002,17.522
0.42427,17.563
0.42783,17.594
0.43074,17.619
0.43372,17.643
0.4374,17.673
0.44171,17.708
0.44486,17.735
0.44801,17.762
0.45176,17.796
0.45591,17.833
0.45971,17.867
0.46286,17.894
0.46583,17.918
0.46925,17.945
0.47332,17.976
0.47742,18.006
0.48085,18.03
0.48379,18.051
0.48691,18.074
0.49071,18.101
0.49495,18.133
0.49876,18.161
0.50184,18.184
0.50476,18.204
0.50819,18.229
0.51233,18.257
0.51648,18.284
0.51988,18.305
0.52276,18.323
0.52585,18.342
0.52968,18.366
0.53399,18.392
0.53703,18.411
0.54007,18.43
0.54382,18.453
0.54812,18.479
0.55122,18.497
0.55433,18.515
0.55807,18.536
0.56228,18.559
0.56612,18.58
0.56925,18.596
0.57218,18.612
0.57557,18.629
0.57967,18.651
0.58382,18.672
0.58727,18.69
0.59018,18.705
0.59326,18.72
0.59704,18.738
0.60132,18.759
0.60517,18.777
0.60825,18.791
0.61113,18.804
0.61453,18.82
0.61868,18.838
0.62287,18.857
0.62629,18.872
0.62916,18.884
0.63222,18.897
0.63602,18.913
0.64035,18.931
0.6434,18.944
0.64646,18.956
0.65021,18.971
0.65449,18.987
0.6576,18.999
0.6607,19.011
0.66444,19.025
0.66865,19.041
0.67249,19.055
0.67563,19.066
0.67855,19.076
0.68195,19.088
0.68604,19.103
0.69019,19.117
0.69364,19.128
0.69655,19.138
0.69963,19.148
0.70341,19.16
0.70769,19.174
0.71153,19.186
0.71462,19.195
0.7175,19.204
0.7209,19.215
0.72505,19.227
0.72923,19.239
0.73266,19.249
0.73553,19.257
0.73859,19.266
0.74239,19.277
0.74672,19.289
0.74977,19.297
0.75283,19.305
0.75657,19.315
0.76086,19.326
0.76474,19.336
0.76784,19.344
0.77071,19.351
0.77408,19.359
0.7782,19.369
0.78241,19.38
0.78587,19.388
0.78875,19.394
0.79178,19.401
0.79555,19.41
0.79988,19.42
0.80295,19.426
0.80603,19.433
0.80978,19.441
0.81403,19.45
0.81789,19.458
0.821,19.465
0.8239,19.471
0.82728,19.477
0.83139,19.485
0.83557,19.494
0.83902,19.5
0.84191,19.506
0.84497,19.512
0.84875,19.519
0.85305,19.526
0.85613,19.532
0.85921,19.537
0.86295,19.544
0.8672,19.551
0.87106,19.558
0.87418,19.563
0.87707,19.568
0.88045,19.574
0.88456,19.58
0.88874,19.587
0.89219,19.592
0.89508,19.597
0.89814,19.602
0.90192,19.607
0.90622,19.614
0.9093,19.618
0.91238,19.623
0.91612,19.628
0.92036,19.634
0.92422,19.639
0.92734,19.644
0.93024,19.648
0.93363,19.652
0.93773,19.658
0.94191,19.663
0.94536,19.667
0.94825,19.671
0.95131,19.675
0.95509,19.68
0.95939,19.685
0.96247,19.689
0.96555,19.692
0.96929,19.697
0.97353,19.701
0.97739,19.706
0.98051,19.709
0.98341,19.713
0.9868,19.716
0.9909,19.721
0.99507,19.725
0.99853,19.729
1,19.73
1,19.73
1,19.73
1.0029,19.733
1.0058,19.736
1.0116,19.742
1.0152,19.745
1.0188,19.749
1.02,19.75
1.02,19.75
1.02,19.75
1.024,19.754
1.0274,19.757
1.03,19.759
1.03,19.759
1.03,19.759
1.033,19.762
1.0359,19.765
1.0407,19.769
1.0443,19.772
1.0478,19.775
1.0517,19.779
1.0554,19.782
1.0588,19.785
1.062,19.787
1.0654,19.79
1.0692,19.793
1.073,19.796
1.0766,19.799
1.0798,19.801
1.0831,19.804
1.0867,19.806
1.0906,19.809
1.0943,19.812
1.0977,19.814
1.1009,19.817
1.1043,19.819
1.1081,19.822
1.112,19.824
1.1155,19.827
1.1187,19.829
1.1219,19.831
1.1256,19.833
1.1296,19.836
1.1333,19.838
1.1366,19.84
1.1397,19.842
1.1431,19.844
1.147,19.846
1.151,19.849
1.1545,19.851
1.1576,19.852
1.1608,19.854
1.1645,19.856
1.1685,19.859
1.1723,19.861
1.1755,19.862
1.1786,19.864
1.182,19.866
1.186,19.868
1.19,19.87
1.1935,19.871
1.1965,19.873
1.1996,19.874
1.2034,19.876
1.2076,19.878
1.2113,19.88
1.2145,19.881
1.2174,19.883
1.2209,19.884
1.225,19.886
1.2291,19.888
1.2325,19.889
1.2354,19.89
1.2385,19.892
1.2424,19.893
1.2466,19.895
1.2504,19.897
1.2534,19.898
1.2564,19.899
1.2598,19.9
1.264,19.902
1.2681,19.903
1.2715,19.905
1.2743,19.906
1.2775,19.907
1.2813,19.908
1.2856,19.91
1.2894,19.911
1.2924,19.912
1.2953,19.913
1.2988,19.914
1.303,19.915
1.3071,19.917
1.3105,19.918
1.3133,19.919
1.3164,19.92
1.3203,19.921
1.3246,19.922
1.3276,19.923
1.3306,19.924
1.3344,19.925
1.3387,19.926
1.3418,19.927
1.3449,19.928
1.3487,19.929
1.3529,19.93
1.3567,19.931
1.3599,19.932
1.3628,19.933
1.3662,19.934
1.3703,19.935
1.3744,19.936
1.3779,19.937
1.3808,19.937
1.3838,19.938
1.3876,19.939
1.3919,19.94
1.395,19.941
1.3981,19.941
1.4018,19.942
1.4061,19.943
1.4099,19.944
1.413,19.945
1.4159,19.945
1.4193,19.946
1.4234,19.947
1.4276,19.948
1.4311,19.948
1.434,19.949
1.437,19.949
1.4408,19.95
1.4451,19.951
1.4482,19.952
1.4512,19.952
1.455,19.953
1.4592,19.954
1.4631,19.954
1.4662,19.955
1.4691,19.955
1.4725,19.956
1.4766,19.957
1.4808,19.957
1.4842,19.958
1.4871,19.958
1.4902,19.959
1.494,19.959
1.4983,19.96
1.5013,19.96
1.5044,19.961
1.5082,19.961
1.5124,19.962
1.5163,19.963
1.5194,19.963
1.5223,19.963
1.5257,19.964
1.5298,19.965
1.5339,19.965
1.5374,19.966
1.5403,19.966
1.5434,19.966
1.5471,19.967
1.5514,19.967
1.5545,19.968
1.5576,19.968
1.5613,19.969
1.5656,19.969
1.5694,19.97
1.5725,19.97
1.5755,19.97
1.5788,19.971
1.5829,19.971
1.5871,19.972
1.5906,19.972
1.5935,19.972
1.5965,19.973
1.6003,19.973
1.6046,19.973
1.6077,19.974
1.6108,19.974
1.6145,19.974
1.6187,19.975
1.6226,19.975
1.6257,19.975
1.6286,19.976
1.632,19.976
1.6361,19.976
1.6403,19.977
1.6437,19.977
1.6466,19.977
1.6497,19.978
1.6535,19.978
1.6578,19.978
1.6608,19.979
1.6639,19.979
1.6677,19.979
1.6719,19.979
1.6758,19.98
1.6789,19.98
1.6818,19.98
1.6852,19.98
1.6893,19.981
1.6934,19.981
1.6969,19.981
1.6998,19.982
1.7029,19.982
1.7066,19.982
1.7109,19.982
1.714,19.983
1.7171,19.983
1.7208,19.983
1.7251,19.983
1.7289,19.984
1.7321,19.984
1.735,19.984
1.7383,19.984
1.7424,19.984
1.7466,19.985
1.7501,19.985
1.753,19.985
1.756,19.985
1.7598,19.985
1.7641,19.986
1.7672,19.986
1.7703,19.986
1.774,19.986
1.7782,19.986
1.7821,19.987
1.7852,19.987
1.7881,19.987
1.7915,19.987
1.7956,19.987
1.7998,19.987
1.8032,19.988
1.8061,19.988
1.8092,19.988
1.813,19.988
1.8173,19.988
1.8204,19.988
1.8234,19.988
1.8272,19.989
1.8314,19.989
1.8353,19.989
1.8384,19.989
1.8413,19.989
1.8447,19.989
1.8488,19.99
1.853,19.99
1.8564,19.99
1.8593,19.99
1.8624,19.99
1.8661,19.99
1.8704,19.99
1.8735,19.991
1.8766,19.991
1.8803,19.991
1.8846,19.991
1.8884,19.991
1.8916,19.991
1.8945,19.991
1.8979,19.991
1.902,19.992
1.9061,19.992
1.9096,19.992
1.9125,19.992
1.9155,19.992
1.9193,19.992
1.9236,19.992
1.9267,19.992
1.9298,19.992
1.9335,19.992
1.9378,19.993
1.9416,19.993
1.9447,19.993
1.9476,19.993
1.951,19.993
1.9551,19.993
1.9593,19.993
1.9627,19.993
1.9656,19.993
1.9687,19.993
1.9725,19.994
1.9768,19.994
1.9799,19.994
1.9829,19.994
1.9867,19.994
1.9909,19.994
1.9948,19.994
1.9979,19.994
2,19.994
2,19.994
